year	country	gdp	pop	lifeExp
1860	sgp	1120	68586	34
1865	sgp	1132	75903	34
1870	sgp	1145	84000	34
1875	sgp	1314	98216	34
1880	sgp	1509	114839	34
1885	sgp	1733	134275	34
1890	sgp	1990	157000	34
1895	sgp	2285	183725	34
1900	sgp	2624	215000	34
1905	sgp	2516	251434	34
1910	sgp	3255	294043	34
1915	sgp	2678	341000	34
1920	sgp	2385	391000	34
1925	sgp	4135	492000	38.06
1930	sgp	3977	596000	42.13
1935	sgp	4905	572000	46.19
1940	sgp	5284	751000	50.26
1945	sgp	5160	877898	34.79
1950	sgp	5027	1022098	58.16
1955	sgp	4198	1305731	62.01
1960	sgp	4990	1633718	65.02
1965	sgp	6141	1879571	66.31
1970	sgp	10336	2074071	67.4
1975	sgp	14743	2262393	69.26
1980	sgp	20882	2414524	71.04
1985	sgp	25245	2708634	72.87
1990	sgp	34316	3016400	74.9
1995	sgp	44884	3482635	76.4
2000	sgp	51663	3918183	78.3
2005	sgp	61921	4495531	80
2010	sgp	72056	5078961	81.3
2015	sgp	80794	5603740	82
1800	svk	1427	2140651	36.4
1805	svk	1428	2140651	36.4
1810	svk	1429	2140651	36.4
1815	svk	1430	2140651	36.4
1820	svk	1431	2140651	36.4
1825	svk	1490	2179981	36.4
1830	svk	1552	2220034	36.4
1835	svk	1617	2260823	36.4
1840	svk	1684	2302362	36.4
1845	svk	1754	2344663	36.4
1850	svk	1827	2387742	36.4
1855	svk	1863	2431612	36.4
1860	svk	1900	2476288	36.4
1865	svk	1938	2521785	36.4
1870	svk	1976	2568118	36.4
1875	svk	2109	2615303	36.4
1880	svk	2251	2663354	36.4
1885	svk	2402	2712288	36.4
1890	svk	2563	2762121	36.4
1895	svk	2749	2812870	36.4
1900	svk	2949	2864551	37.9
1905	svk	3167	2917182	39.4
1910	svk	3401	2970779	40.9
1915	svk	3500	3025362	42.4
1920	svk	3307	3080947	43.9
1925	svk	4457	3137553	46.73
1930	svk	5002	3195200	49.9
1935	svk	4118	3253906	52.26
1940	svk	5015	3313690	54
1945	svk	5172	3374573	40.52
1950	svk	5969	3436574	60.92
1955	svk	6681	3812696	67.89
1960	svk	8693	4137224	70.42
1965	svk	9405	4378613	70.39
1970	svk	10978	4531874	69.84
1975	svk	12546	4744482	70.45
1980	svk	13514	4988654	70.58
1985	svk	14144	5157959	70.89
1990	svk	14366	5277709	71
1995	svk	12879	5362950	72.4
2000	svk	15242	5386065	73.3
2005	svk	19549	5385192	74.3
2010	svk	24438	5406896	75.7
2015	svk	27204	5426258	77.6
1800	svn	1409	469664	36.6
1805	svn	1410	469664	36.6
1810	svn	1411	469664	36.6
1815	svn	1412	469664	36.6
1820	svn	1413	469664	36.6
1825	svn	1472	490774	36.6
1830	svn	1533	512832	36.6
1835	svn	1597	535882	36.6
1840	svn	1664	559968	36.6
1845	svn	1733	585136	36.6
1850	svn	1805	611436	36.6
1855	svn	1841	638918	36.6
1860	svn	1877	667635	36.6
1865	svn	1914	697643	36.6
1870	svn	1951	728999	36.6
1875	svn	2127	761765	36.6
1880	svn	2318	796003	36.6
1885	svn	2527	831781	36.6
1890	svn	2755	869166	36.6
1895	svn	2851	908232	36.6
1900	svn	2952	949054	36.6
1905	svn	3197	991710	36.6
1910	svn	3464	1036284	36.6
1915	svn	3442	1082861	36.6
1920	svn	3384	1131531	36.6
1925	svn	3940	1182390	41.24
1930	svn	4345	1235534	45.88
1935	svn	3763	1291066	50.53
1940	svn	4628	1349095	55.17
1945	svn	4436	1409732	49.07
1950	svn	5147	1473094	64.42
1955	svn	5973	1527205	66.81
1960	svn	8110	1586632	68.62
1965	svn	10231	1629434	69.14
1970	svn	12524	1669583	69.32
1975	svn	16150	1742626	70.32
1980	svn	20265	1835839	70.89
1985	svn	21062	1945136	71.63
1990	svn	19147	2006520	73.7
1995	svn	18240	1991487	74.6
2000	svn	22488	1988652	76.1
2005	svn	26677	1996522	77.6
2010	svn	28377	2052480	79.5
2015	svn	28550	2067526	80.9
1800	slb	363	56998	25.1
1805	slb	363	56998	25.1
1810	slb	364	56998	25.1
1815	slb	364	56998	25.1
1820	slb	364	56998	25.1
1825	slb	371	58297	25.1
1830	slb	377	59626	25.1
1835	slb	384	60985	25.1
1840	slb	391	62374	25.1
1845	slb	398	63796	25.1
1850	slb	405	65250	25.1
1855	slb	412	66737	25.1
1860	slb	419	68258	25.1
1865	slb	427	69814	25.1
1870	slb	434	71405	25.1
1875	slb	442	73032	25.1
1880	slb	450	74697	25.1
1885	slb	458	76399	25.1
1890	slb	466	78140	25.1
1895	slb	474	79921	25.1
1900	slb	482	81743	25.1
1905	slb	491	83606	25.1
1910	slb	500	85511	25.1
1915	slb	522	87460	25.1
1920	slb	568	89453	25.1
1925	slb	618	91492	25.1
1930	slb	672	93577	25.1
1935	slb	732	96532	26.3
1940	slb	796	98106.6	32.33
1945	slb	865	93050.6	35.34
1950	slb	941	89793	45.07
1955	slb	1023	102027	47.68
1960	slb	1113	117869	50.55
1965	slb	1210	136847	53.42
1970	slb	1215	160292	56.31
1975	slb	923	193447	59.33
1980	slb	1293	230614	61.53
1985	slb	1479	270809	60.26
1990	slb	1793	311849	60.1
1995	slb	2284	359236	61.1
2000	slb	1731	412336	61.7
2005	slb	1602	469306	61.8
2010	slb	1787	526177	62.7
2015	slb	2047	583591	64
1800	som	694	991488	29.4
1805	som	697	993609	29.4
1810	som	700	995735	29.4
1815	som	704	997865	29.4
1820	som	707	1000000	29.4
1825	som	710	1031929	29.4
1830	som	714	1064877	29.4
1835	som	717	1098877	29.4
1840	som	721	1133963	29.4
1845	som	724	1170169	29.4
1850	som	728	1207531	29.4
1855	som	731	1246085	29.4
1860	som	735	1285871	29.4
1865	som	738	1326928	29.4
1870	som	742	1369295	29.4
1875	som	745	1413014	29.4
1880	som	749	1458130	29.4
1885	som	752	1504686	29.4
1890	som	756	1552729	29.4
1895	som	760	1602306	29.4
1900	som	763	1653465	29.4
1905	som	767	1706258	29.4
1910	som	771	1760737	29.4
1915	som	783	1816955	29.4
1920	som	809	1874968	29.4
1925	som	838	1934833	29.4
1930	som	868	1996610	29.4
1935	som	898	2060359	29.4
1940	som	930	2126144	29.4
1945	som	963	2194029	29.74
1950	som	997	2264081	33.86
1955	som	1126	2491530	36.01
1960	som	1210	2756380	38.34
1965	som	1034	3069558	40.68
1970	som	1083	3445420	42.99
1975	som	1148	3880955	45.24
1980	som	837	6089707	47.46
1985	som	919	6068425	49.24
1990	som	930	6321615	48.8
1995	som	637	6346440	49.9
2000	som	603	7385416	50.7
2005	som	616	8466938	52.1
2010	som	614	9581714	51.6
2015	som	624	10787104	54.2
1800	zaf	1480	1440820	33.5
1805	zaf	1481	1467372	33.5
1810	zaf	1482	1494413	33.5
1815	zaf	1483	1521953	33.5
1820	zaf	1484	1550000	33.5
1825	zaf	1677	1628926	33.5
1830	zaf	1634	1711871	33.5
1835	zaf	1517	1799040	33.5
1840	zaf	1469	1890648	33.5
1845	zaf	1268	1986920	33.5
1850	zaf	1308	2088094	33.5
1855	zaf	1821	2194420	33.5
1860	zaf	1626	2306160	33.5
1865	zaf	1239	2423590	33.5
1870	zaf	1696	2547000	33.5
1875	zaf	2433	2822088	33.5
1880	zaf	3400	3126887	33.5
1885	zaf	1900	3464606	33.5
1890	zaf	3052	3838800	33.5
1895	zaf	3646	4253408	33.5
1900	zaf	2802	4712797	33.5
1905	zaf	5458	5221801	33.5
1910	zaf	5044	5785780	33.5
1915	zaf	4871	6424644	33.5
1920	zaf	4833	7157385	33.5
1925	zaf	5130	7973697	33.5
1930	zaf	4991	8883111	33.5
1935	zaf	5805	9896245	36.01
1940	zaf	6733	11024928	38.52
1945	zaf	6789	12282340	41.03
1950	zaf	7217	13683162	43.53
1955	zaf	7752	15384557	46.63
1960	zaf	8080	17396367	49.01
1965	zaf	9255	19813947	50.91
1970	zaf	10394	22502502	52.77
1975	zaf	11120	25698856	54.47
1980	zaf	11577	29077143	56.85
1985	zaf	10699	32983013	59.78
1990	zaf	10364	36793490	62
1995	zaf	9730	41426810	62.7
2000	zaf	9927	44896856	56.4
2005	zaf	11133	48352951	52.7
2010	zaf	12087	51621594	54.9
2015	zaf	12509	54490406	61.3
1800	esp	1518	11549294	29.5
1805	esp	1519	11709362	29.5
1810	esp	1520	11871648	29.5
1815	esp	1521	12036184	29.5
1820	esp	1522	12203000	29.5
1825	esp	1541	12615000	29.5
1830	esp	1560	13041000	29.5
1835	esp	1578	13482000	29.5
1840	esp	1598	13937000	29.5
1845	esp	1617	14407000	29.5
1850	esp	1637	14894000	29.5
1855	esp	1825	15299000	29.5
1860	esp	1878	15642000	29.5
1865	esp	1871	15920000	29.5
1870	esp	1837	16201000	29.5
1875	esp	2279	16487000	29.5
1880	esp	2509	16859000	29.5
1885	esp	2533	17323000	30.28
1890	esp	2479	17757000	31.58
1895	esp	2580	18157000	33.11
1900	esp	2730	18566000	34.8
1905	esp	2719	19133000	38.96
1910	esp	2901	19858000	40.92
1915	esp	3152	20535000	43.05
1920	esp	3420	21232000	39.31
1925	esp	3970	22292000	46.95
1930	esp	4367	23445000	49.34
1935	esp	4417	24579000	52.72
1940	esp	3643	25757000	48.39
1945	esp	3760	26802000	57.83
1950	esp	3993	28069737	61.85
1955	esp	5158	29100396	66.75
1960	esp	5792	30450994	69.23
1965	esp	9106	32192223	70.95
1970	esp	12233	33923240	72.19
1975	esp	16296	35909042	73.49
1980	esp	18119	37704867	75.53
1985	esp	19300	38734330	76.34
1990	esp	24126	39192055	76.9
1995	esp	25645	39764267	77.9
2000	esp	30647	40749800	79.2
2005	esp	33396	43854761	80.3
2010	esp	32994	46601492	81.8
2015	esp	32979	46121699	82.6
1800	lka	898	1213000	32.6
1805	lka	899	1213000	32.6
1810	lka	899	1213000	32.6
1815	lka	900	1213000	32.6
1820	lka	901	1213000	32.6
1825	lka	905	1341256	32.6
1830	lka	910	1483073	32.6
1835	lka	914	1639884	32.6
1840	lka	919	1813277	32.6
1845	lka	923	2005002	32.6
1850	lka	928	2217000	32.6
1855	lka	1029	2347305	32.6
1860	lka	1142	2485269	32.6
1865	lka	1267	2631342	32.6
1870	lka	1405	2786000	32.6
1875	lka	1289	2908000	32.6
1880	lka	1373	3021000	32.6
1885	lka	1393	3170000	32.6
1890	lka	1730	3343000	32.6
1895	lka	1797	3626000	32.6
1900	lka	2139	3912000	32.6
1905	lka	1956	4383000	32.52
1910	lka	2005	4668000	32.85
1915	lka	1855	4905000	34.44
1920	lka	1753	5250000	31.09
1925	lka	1855	5505000	39.66
1930	lka	1928	5707000	38.19
1935	lka	1763	5897000	27.76
1940	lka	1824	6117518.7	44.02
1945	lka	1596	6551112.2	42.99
1950	lka	1764	8075810	52.67
1955	lka	1859	8832541	57.01
1960	lka	1785	9896172	59.76
1965	lka	1820	11117685	62.07
1970	lka	2044	12487493	64.69
1975	lka	2091	13755990	66.76
1980	lka	2514	15036562	68.97
1985	lka	3008	16180776	69.97
1990	lka	3340	17330817	70.5
1995	lka	4075	18248435	71.7
2000	lka	4946	18783745	72.4
2005	lka	5843	19526406	73.9
2010	lka	7572	20201312	75
2015	lka	10624	20715010	77.6
1800	sdn	518	3994154	31.4
1805	sdn	519	4020628	31.4
1810	sdn	519	4047279	31.4
1815	sdn	519	4074106	31.4
1820	sdn	520	4101110	31.4
1825	sdn	533	4193295	31.4
1830	sdn	546	4287551	31.4
1835	sdn	559	4383926	31.4
1840	sdn	573	4482468	31.4
1845	sdn	586	4583224	31.4
1850	sdn	601	4686246	31.4
1855	sdn	615	4791583	31.4
1860	sdn	631	4899287	31.4
1865	sdn	646	5009413	31.4
1870	sdn	662	5122014	31.4
1875	sdn	678	5237146	31.4
1880	sdn	694	5354866	31.4
1885	sdn	711	5475232	31.4
1890	sdn	729	5598304	31.4
1895	sdn	747	5724142	31.4
1900	sdn	765	5852809	31.4
1905	sdn	783	5984368	31.4
1910	sdn	803	6118884	31.4
1915	sdn	847	6256424	31.4
1920	sdn	936	6397055	31.4
1925	sdn	1044	6540847	31.4
1930	sdn	1164	6687871	31.4
1935	sdn	1299	6838201	31.4
1940	sdn	1448	6834326.5	31.4
1945	sdn	1614	6203578	37.75
1950	sdn	1799	5733944	44.09
1955	sdn	2007	6542583	46.88
1960	sdn	2287	7527450	49.54
1965	sdn	2220	8738703	51.94
1970	sdn	2022	10232758	54.26
1975	sdn	2091	12075841	56
1980	sdn	2159	14418063	56.95
1985	sdn	1850	17097619	57.81
1990	sdn	1753	20008804	58.9
1995	sdn	1934	24691970	60.5
2000	sdn	2258	28079664	62.4
2005	sdn	2672	31990003	64.6
2010	sdn	3282	36114885	66.1
2015	sdn	3975	40234882	67.5
1800	sur	1636	80721	32.9
1805	sur	1638	80721	32.9
1810	sur	1639	80721	32.9
1815	sur	1640	80721	32.9
1820	sur	1641	80721	32.9
1825	sur	1697	83820	32.9
1830	sur	1756	87039	32.9
1835	sur	1816	90381	32.9
1840	sur	1878	93851	32.9
1845	sur	1942	97455	32.9
1850	sur	2009	101197	32.9
1855	sur	2077	105083	32.9
1860	sur	2149	109117	32.9
1865	sur	2222	113307	32.9
1870	sur	2298	117658	32.9
1875	sur	2377	122176	32.9
1880	sur	2458	126867	32.9
1885	sur	2543	131738	32.9
1890	sur	2630	136796	32.9
1895	sur	2720	142049	32.9
1900	sur	2813	147503	32.9
1905	sur	2909	153167	32.9
1910	sur	3009	159048	32.9
1915	sur	3163	165155	32.9
1920	sur	3408	171497	32.9
1925	sur	3697	178082	32.9
1930	sur	4009	184919	37.25
1935	sur	4346	192020	41.61
1940	sur	4711	199393	45.96
1945	sur	5107	207049	50.54
1950	sur	5534	214999	55.12
1955	sur	6214	250094	58.16
1960	sur	6975	289972	60.58
1965	sur	7829	331799	62.65
1970	sur	8786	371268	64.66
1975	sur	9648	362651	66.19
1980	sur	10836	362777	67.71
1985	sur	11162	371469	68.98
1990	sur	10625	408276	69.7
1995	sur	9848	445830	70.1
2000	sur	9908	480751	69.7
2005	sur	12225	491999	69.9
2010	sur	14325	518141	70.7
2015	sur	17125	542975	72
1800	swz	490	86000	32.3
1805	swz	490	86000	32.3
1810	swz	490	86000	32.3
1815	swz	491	86000	32.3
1820	swz	491	86000	32.3
1825	swz	503	86000	32.3
1830	swz	515	86000	32.3
1835	swz	528	86000	32.3
1840	swz	541	86000	32.3
1845	swz	554	86000	32.3
1850	swz	567	86000	32.3
1855	swz	581	86000	32.3
1860	swz	596	86000	32.3
1865	swz	610	86000	32.3
1870	swz	625	86000	32.3
1875	swz	640	86000	32.3
1880	swz	656	86000	32.3
1885	swz	672	86000	32.3
1890	swz	688	86000	32.3
1895	swz	705	86000	32.3
1900	swz	722	86000	32.3
1905	swz	740	88962	32.3
1910	swz	758	105371	32.3
1915	swz	792	110583	32.3
1920	swz	853	112593	32.3
1925	swz	925	123357	32.3
1930	swz	1001	137648	32.3
1935	swz	1084	153595	32.3
1940	swz	1174	168734	32.3
1945	swz	1271	184643	32.42
1950	swz	1376	273000	40.75
1955	swz	1522	307249	42.88
1960	swz	1804	349233	44.78
1965	swz	3059	391659	46.39
1970	swz	3971	445844	48.79
1975	swz	4827	517100	51.94
1980	swz	4723	603373	55.31
1985	swz	4945	705492	58.6
1990	swz	4844	862728	60.7
1995	swz	5043	963428	59.1
2000	swz	5257	1063715	48.8
2005	swz	5618	1104642	42.5
2010	swz	5862	1193148	46.4
2015	swz	6095	1286970	51.8
1800	swe	1414	2354189	32.16
1805	swe	1446	2410798	41.05
1810	swe	1368	2391775	31.99
1815	swe	1464	2439229	40.42
1820	swe	1469	2564747	40.23
1825	swe	1587	2729589	45.24
1830	swe	1527	2866518	40.97
1835	swe	1579	2988723	47.14
1840	swe	1634	3111082	43.98
1845	swe	1677	3276770	45.99
1850	swe	1789	3440865	44.69
1855	swe	1867	3605026	43.08
1860	swe	2029	3792612	48.47
1865	swe	2042	4021874	45.4
1870	swe	2243	4152290	45.01
1875	swe	2393	4336656	44.61
1880	swe	2472	4533382	47.62
1885	swe	2644	4652070	48.94
1890	swe	2735	4772451	50.48
1895	swe	3074	4916134	54.16
1900	swe	3489	5104594	52.27
1905	swe	3730	5287311	54.55
1910	swe	4266	5486389	57.8
1915	swe	5120	5712642	57.2
1920	swe	5090	5851973	58.81
1925	swe	5891	6045717	62.56
1930	swe	7317	6130024	63.19
1935	swe	7821	6231741	64.86
1940	swe	8517	6343776.2	66.74
1945	swe	9088	6602042.2	68.33
1950	swe	11977	7009913	71.13
1955	swe	13177	7259579	72.58
1960	swe	15097	7479602	73.01
1965	swe	19142	7741167	73.85
1970	swe	22054	8049049	74.66
1975	swe	25353	8192693	74.95
1980	swe	26010	8310915	75.74
1985	swe	28202	8350814	76.72
1990	swe	30901	8559107	77.6
1995	swe	31044	8826720	78.9
2000	swe	36816	8872284	79.7
2005	swe	41184	9030163	80.6
2010	swe	42898	9382297	81.6
2015	swe	44892	9779426	82.1
1800	che	2701	1826051	38
1805	che	2703	1864788	38
1810	che	2705	1904347	38
1815	che	2707	1944745	38
1820	che	2709	1986000	38
1825	che	2856	2042000	38
1830	che	3010	2100000	38
1835	che	3173	2159000	38
1840	che	3344	2220000	38
1845	che	3525	2298000	38
1850	che	3716	2379000	38
1855	che	3962	2442000	38
1860	che	4362	2510000	38
1865	che	5028	2579000	38
1870	che	5263	2655000	38
1875	che	6628	2750000	38
1880	che	6143	2839000	42.41
1885	che	7164	2896000	43.83
1890	che	7990	2951000	44.95
1895	che	8765	3114000	46.84
1900	che	9640	3300000	47.48
1905	che	9848	3461000	49.67
1910	che	10908	3735000	52.91
1915	che	10675	3883000	55.95
1920	che	10604	3877000	54.38
1925	che	12980	3910000	59.95
1930	che	14769	4051000	61.43
1935	che	13731	4155000	62.13
1940	che	14639	4226000	63.58
1945	che	17496	4412000	65.43
1950	che	20209	4668088	68.95
1955	che	23981	4970810	70.1
1960	che	27258	5296120	71.46
1965	che	31531	5829958	72.36
1970	che	36582	6169357	73.18
1975	che	37301	6356178	74.86
1980	che	40692	6303608	75.69
1985	che	42462	6455680	76.99
1990	che	46600	6673920	77.5
1995	che	44738	7017042	78.5
2000	che	49083	7165581	79.8
2005	che	51069	7408608	81.3
2010	che	54183	7830534	82.3
2015	che	56118	8298663	83
1800	syr	1081	1337000	31.1
1805	syr	1082	1337000	31.1
1810	syr	1083	1337000	31.1
1815	syr	1083	1337000	31.1
1820	syr	1084	1337000	31.1
1825	syr	1091	1359687	31.1
1830	syr	1098	1382759	31.1
1835	syr	1105	1406222	31.1
1840	syr	1112	1430084	31.1
1845	syr	1119	1454350	31.1
1850	syr	1126	1479028	31.1
1855	syr	1133	1504125	31.1
1860	syr	1140	1529648	31.1
1865	syr	1147	1555604	31.1
1870	syr	1154	1582000	31.1
1875	syr	1209	1625155	31.1
1880	syr	1266	1669487	31.1
1885	syr	1325	1715028	31.1
1890	syr	1388	1761811	31.1
1895	syr	1453	1809871	31.1
1900	syr	1522	1859241	31.1
1905	syr	1594	1909959	31.1
1910	syr	1669	1962060	31.1
1915	syr	1617	2052789	31.1
1920	syr	1616	2207456	31.1
1925	syr	1690	2373776	31.1
1930	syr	1675	2552627	31.1
1935	syr	1522	2744954	31.1
1940	syr	1573	2951771.9	36.57
1945	syr	1679	3174172.4	42.07
1950	syr	1794	3413329	47.56
1955	syr	2261	3921864	50.15
1960	syr	2247	4592777	52.87
1965	syr	2810	5398333	55.77
1970	syr	2582	6378802	59.31
1975	syr	4071	7564000	62.95
1980	syr	4777	8956156	66.01
1985	syr	4653	10667245	68.51
1990	syr	3809	12451539	70.5
1995	syr	4894	14331962	72.7
2000	syr	5188	16354050	74.4
2005	syr	5738	18132842	75.5
2010	syr	6603	20720602	76.5
2015	syr	3500	18502413	68.2
1800	twn	996	2000000	28.3
1805	twn	997	2000000	28.3
1810	twn	997	2000000	28.3
1815	twn	998	2000000	28.3
1820	twn	999	2000000	28.3
1825	twn	1000	2032024	28.3
1830	twn	1000	2064560	28.3
1835	twn	1001	2097618	28.3
1840	twn	1002	2131204	28.3
1845	twn	1003	2165329	28.3
1850	twn	1003	2200000	28.3
1855	twn	1004	2235387	28.3
1860	twn	1005	2271343	28.3
1865	twn	1006	2307878	28.3
1870	twn	1006	2345000	28.3
1875	twn	1025	2382825	28.3
1880	twn	1044	2421260	28.3
1885	twn	1064	2460315	28.3
1890	twn	1083	2500000	28.3
1895	twn	1104	2675818	28.3
1900	twn	1124	2864000	28.3
1905	twn	1031	3085000	28.3
1910	twn	1409	3275000	33.9
1915	twn	1346	3562000	28.5
1920	twn	1568	3736000	27.6
1925	twn	2018	4095000	34.2
1930	twn	2069	4614000	41.5
1935	twn	2210	5255000	42.8
1940	twn	2041	5987000	43.8
1945	twn	823	6533000	41.7
1950	twn	1680	7981000	54.61
1955	twn	2205	9486000	62.41
1960	twn	2570	11209000	64.42
1965	twn	3571	12978000	67.42
1970	twn	5144	14598000	68.67
1975	twn	7073	16122000	70.05
1980	twn	10661	17848000	71.53
1985	twn	14014	19337000	72.98
1990	twn	20432	20278000	73.8
1995	twn	27307	21290000	74.6
2000	twn	34205	22183000	76
2005	twn	36825	22701000	77.4
2010	twn	39085	23025000	79
2015	twn	42948	23212000	79.5
1800	tjk	556	466629	24.24
1805	tjk	557	466629	24.24
1810	tjk	558	466629	24.24
1815	tjk	559	466629	24.24
1820	tjk	561	466629	24.24
1825	tjk	577	488454	24.24
1830	tjk	593	511299	24.24
1835	tjk	610	535213	24.24
1840	tjk	628	560246	24.24
1845	tjk	645	586449	24.24
1850	tjk	664	613878	24.24
1855	tjk	683	642590	24.24
1860	tjk	703	672645	24.24
1865	tjk	723	704105	23.19
1870	tjk	743	737037	21.7
1875	tjk	765	771509	22.24
1880	tjk	786	807594	23.24
1885	tjk	809	845366	24.24
1890	tjk	807	884905	25.24
1895	tjk	962	926293	26.24
1900	tjk	1107	969616	26.14
1905	tjk	1120	1014966	27.39
1910	tjk	1240	1062438	28.64
1915	tjk	1274	1112129	29.04
1920	tjk	525	1164145	17.01
1925	tjk	1009	1218593	31.71
1930	tjk	1302	1275588	33.82
1935	tjk	1661	1335249	37.74
1940	tjk	1894	1397700	40.04
1945	tjk	1708	1463072	40.44
1950	tjk	2466	1531502	52.68
1955	tjk	2850	1774504	54.79
1960	tjk	3363	2064035	57.1
1965	tjk	3930	2489648	59.45
1970	tjk	4703	2919586	61.55
1975	tjk	4883	3412819	63.08
1980	tjk	4461	3917642	64.28
1985	tjk	4059	4540688	65.55
1990	tjk	3635	5297286	65.3
1995	tjk	1266	5784330	64.1
2000	tjk	1186	6186152	65.8
2005	tjk	1719	6805655	68
2010	tjk	2110	7581696	70.1
2015	tjk	2582	8481855	72.4
1800	tza	562	3019768	32.2
1805	tza	562	3019768	32.2
1810	tza	563	3019768	32.2
1815	tza	563	3019768	32.2
1820	tza	564	3019768	32.2
1825	tza	571	3073575	32.2
1830	tza	579	3128342	32.2
1835	tza	587	3184084	32.2
1840	tza	595	3240819	32.2
1845	tza	603	3298565	32.2
1850	tza	611	3357340	32.2
1855	tza	619	3417163	32.2
1860	tza	628	3478051	32.2
1865	tza	636	3540024	32.2
1870	tza	645	3603102	32.2
1875	tza	653	3667303	32.2
1880	tza	662	3732649	32.2
1885	tza	671	3799159	32.2
1890	tza	680	3866854	32.2
1895	tza	689	3935755	32.2
1900	tza	699	4005884	32.2
1905	tza	708	4077262	32.2
1910	tza	718	4149912	32.2
1915	tza	727	4223857	32.2
1920	tza	737	4299119	32.2
1925	tza	770	4684095	32.2
1930	tza	803	5191178	32.2
1935	tza	836	5793236	32.2
1940	tza	871	6476351	32.2
1945	tza	906	7240017	32.67
1950	tza	941	7649766	41.34
1955	tza	1048	8740984	43.63
1960	tza	1072	10074490	45.57
1965	tza	1189	11683511	47.37
1970	tza	1391	13605504	49.53
1975	tza	1503	15980265	52.19
1980	tza	1534	18684893	54.29
1985	tza	1379	21842087	55.44
1990	tza	1471	25458208	55.2
1995	tza	1369	29903329	53.9
2000	tza	1488	33991590	54.3
2005	tza	1848	39065600	57.1
2010	tza	2143	45648525	61.4
2015	tza	2571	53470420	64.1
1800	tha	931	4665000	30.4
1805	tha	932	4665000	30.4
1810	tha	933	4665000	30.4
1815	tha	934	4665000	30.4
1820	tha	934	4665000	30.4
1825	tha	941	4754739	30.4
1830	tha	948	4846204	30.4
1835	tha	955	4939428	30.4
1840	tha	962	5034446	30.4
1845	tha	968	5131291	30.4
1850	tha	975	5230000	30.4
1855	tha	982	5361228	30.4
1860	tha	990	5495748	30.4
1865	tha	997	5633644	30.4
1870	tha	1004	5775000	30.4
1875	tha	1071	5986810	30.4
1880	tha	1142	6206388	30.4
1885	tha	1217	6434020	30.4
1890	tha	1298	6670000	30.4
1895	tha	1319	6987446	30.4
1900	tha	1340	7320000	30.4
1905	tha	1362	7797000	30.4
1910	tha	1384	8305000	30.4
1915	tha	1366	8957000	30.4
1920	tha	1321	9802000	30.4
1925	tha	1265	10916000	30.4
1930	tha	1224	12392000	30.4
1935	tha	1225	14045000	37.47
1940	tha	1215	15523303.3	39.3
1945	tha	1188	17345819.8	39.39
1950	tha	1164	20710356	50.97
1955	tha	1329	23711041	52.78
1960	tha	1500	27397178	55.46
1965	tha	1804	31822798	57.8
1970	tha	2323	36884914	59.86
1975	tha	2688	42334954	62.24
1980	tha	3508	47385325	64.62
1985	tha	4191	52041468	68.36
1990	tha	6369	56582824	71
1995	tha	9239	59266089	70.6
2000	tha	8939	62693322	70.7
2005	tha	10901	65863973	73.1
2010	tha	12822	66692024	74.2
2015	tha	14512	67959359	74.7
1800	tls	521	137262	28.95
1805	tls	526	137262	28.95
1810	tls	531	137262	28.95
1815	tls	537	137262	28.95
1820	tls	542	137262	28.95
1825	tls	547	145046	28.95
1830	tls	553	153272	28.95
1835	tls	558	161964	28.95
1840	tls	564	171149	28.95
1845	tls	569	180855	28.95
1850	tls	575	191112	28.95
1855	tls	581	201950	28.95
1860	tls	587	213403	28.95
1865	tls	592	225505	28.95
1870	tls	598	238294	28.95
1875	tls	604	251808	28.95
1880	tls	610	266088	28.95
1885	tls	616	281178	28.95
1890	tls	622	297124	28.95
1895	tls	628	313974	28.95
1900	tls	635	331780	28.95
1905	tls	641	350595	28.95
1910	tls	647	370478	28.95
1915	tls	654	391488	28.95
1920	tls	660	413690	28.95
1925	tls	665	437151	28.95
1930	tls	670	450346	28.95
1935	tls	674	461000	28.95
1940	tls	679	451609	28.95
1945	tls	684	442410	16.01
1950	tls	688	433398	30.96
1955	tls	693	461257	34.24
1960	tls	697	499525	37.74
1965	tls	701	547035	41.29
1970	tls	706	602737	45.56
1975	tls	742	661634	42.12
1980	tls	832	577580	42.45
1985	tls	933	657018	52.51
1990	tls	1046	740231	58.5
1995	tls	1477	856439	61.8
2000	tls	1322	847185	60.7
2005	tls	1301	989497	67.5
2010	tls	1777	1057122	70.8
2015	tls	2086	1184765	72.4
1800	tgo	682	445985	31.3
1805	tgo	683	445985	31.3
1810	tgo	683	445985	31.3
1815	tgo	684	445985	31.3
1820	tgo	684	445985	31.3
1825	tgo	701	465987	31.3
1830	tgo	718	486886	31.3
1835	tgo	736	508723	31.3
1840	tgo	754	531539	31.3
1845	tgo	772	555378	31.3
1850	tgo	791	580287	31.3
1855	tgo	810	606312	31.3
1860	tgo	830	633505	31.3
1865	tgo	851	661917	31.3
1870	tgo	871	691604	31.3
1875	tgo	893	722622	31.3
1880	tgo	914	755031	31.3
1885	tgo	937	788894	31.3
1890	tgo	960	824275	31.3
1895	tgo	983	861243	31.3
1900	tgo	1007	899870	31.3
1905	tgo	1032	940228	31.3
1910	tgo	1057	982397	31.3
1915	tgo	1073	1026457	31.3
1920	tgo	1074	1072493	31.3
1925	tgo	1068	1120594	31.3
